CASENUM,ASCIIRT,CSCIIRT,ESCIIRT,GSCIIRT,ISCIIRT,KSCIIRT
5529,NA,NA,NA,52.25,NA,NA
5530,39.54,53.91,56.04,NA,54.3,NA
5531,NA,NA,NA,69.23,65.16,66.04
5532,NA,NA,NA,67.43,72.49,79.59
5533,65.36,NA,NA,NA,NA,NA
5534,NA,NA,NA,52.67,56.32,NA
5535,66.25,69.24,76.57,75.95,81.36,78.14
5536,NA,NA,NA,51.12,53.57,57.54
5537,NA,NA,NA,59.75,58.77,63.65
5538,61.81,62.94,69.9,74.5,75.61,75.68
5539,NA,NA,NA,52.84,62.57,64.78
5540,55.42,70.06,70.14,74.19,NA,NA
5541,NA,NA,NA,57.61,58.13,65.21
5542,43.71,49.62,50.81,51.85,56.22,55.49
5543,43.9,37.78,37.52,48.8,NA,NA
5544,NA,NA,NA,64.4,71.57,74.24
5545,53.01,NA,69.6,63.21,64.19,NA
5546,47.92,45.08,49.53,53,48.11,48.07
5547,34.52,30.18,41.01,36.71,39.98,43.17
5548,32.37,50.54,51.3,47.89,41.81,51.43
5549,NA,NA,NA,74.54,NA,NA
5550,NA,NA,NA,75.24,82.83,85.07
5551,52.94,45.45,NA,NA,NA,NA
5552,NA,NA,NA,64.46,74.49,77
5553,56.99,NA,NA,NA,NA,NA
5554,NA,NA,NA,53.19,56.29,52.39
5555,NA,NA,NA,45.65,60.82,NA
5556,NA,NA,NA,68.38,71.66,73.68
5557,NA,NA,NA,62.91,61.8,61.76
5558,NA,NA,NA,NA,NA,NA
5559,NA,NA,NA,45.98,58.24,57.67
5560,44.54,38.99,47.9,57.45,64.63,63.92
5561,NA,NA,NA,72.7,70.41,74.75
5562,NA,NA,NA,56.74,NA,NA
5563,NA,NA,NA,51.87,64.92,62.95
5564,42.21,43.52,NA,NA,NA,NA
5565,37.26,NA,NA,NA,NA,37.06
5566,42.77,46.04,53.43,53.54,NA,64.32
5567,57.46,NA,NA,NA,62.01,NA
5568,NA,NA,NA,74.48,78.93,81.15
5569,NA,NA,NA,63.5,59.6,64.05
5570,44.3,66.55,66.07,62.25,74.84,71.26
5571,NA,NA,NA,61.97,NA,NA
5572,59.5,64.73,69.61,67.88,71.31,72.6
5573,49.36,49.94,57.7,64.1,65.05,NA
5574,43.41,54.69,53.66,53.9,NA,NA
5575,NA,NA,NA,72.71,72.16,70.59
5576,58.02,59.56,65.68,65.58,70.1,68.56
5577,42.66,32.13,41.21,79.71,NA,61.5
5578,46.93,NA,35.04,69.65,68.29,NA
5579,NA,NA,NA,71.2,72.38,79.1
5580,71.29,65.13,72.96,75.76,NA,NA
5581,36.44,41.41,50.76,54.36,62.41,58.88
5582,45.16,53.3,57.89,56,63.45,NA
5583,55.07,NA,53.77,54.68,49.91,NA
5584,NA,NA,NA,37.86,35.91,41.56
5585,NA,NA,NA,65.83,70.72,NA
5586,64.03,61.1,62.08,65.55,68.26,70.41
5587,NA,NA,NA,48.93,48.26,55.37
5588,NA,NA,NA,NA,NA,NA
5589,55.49,NA,NA,NA,NA,NA
5590,63.48,64.97,71.57,74.88,75.5,69.73
5591,45.15,50.94,55.59,63.74,59.15,NA
5592,54.04,45.3,58.04,66.88,60.77,62.59
5593,37.37,40.21,43.51,NA,52.92,53
5594,54.46,61.65,60.74,71.18,NA,NA
5595,42.68,NA,35.33,NA,NA,NA
5596,32.83,38.86,43.13,NA,51.01,73.46
5597,42.31,44.06,NA,NA,NA,NA
5598,34.57,39.57,35.53,36.2,48.23,NA
5599,NA,NA,NA,58.82,54.15,63.32
5600,NA,NA,NA,65.62,71.02,73.9
5601,NA,NA,NA,56.25,NA,42.79
5602,48.09,53.36,NA,62.09,65.2,67.51
5603,51.38,59.15,NA,NA,NA,NA
5604,NA,NA,NA,71.08,NA,NA
5605,59.43,NA,NA,NA,NA,NA
5606,NA,NA,NA,51.64,44.21,47.46
5607,NA,NA,NA,NA,NA,NA
5608,NA,NA,NA,56.18,48.92,64.8
5609,NA,NA,NA,69.38,76.2,82.6
5610,48.03,NA,NA,NA,NA,NA
5611,52.31,57.48,59.88,59.38,66.7,NA
5612,57.99,65.65,69.09,67.79,67.69,NA
5613,57.63,58.53,66.6,63.13,58.72,NA
5614,NA,NA,NA,60.23,66.75,71.4
5615,NA,NA,NA,77.21,73.48,74.98
5616,NA,NA,NA,48.79,NA,53.96
5617,NA,NA,NA,82.04,82.54,79.36
5618,75.36,74.94,82.05,83.27,86.36,NA
5619,NA,NA,NA,69.9,80.26,80.22
5620,40.63,44.48,NA,NA,NA,NA
5621,38.25,38.68,33.32,52.15,46.31,40.66
5622,31.24,34.79,30.44,38.03,NA,NA
5623,56.45,62.93,59.02,64.75,64.79,65.64
5624,NA,NA,NA,65.67,67.36,78.18
5625,NA,NA,NA,64.16,68.16,75.93
5626,NA,NA,NA,59,61.19,NA
5627,49.92,54.85,NA,NA,NA,NA
5628,NA,NA,NA,65.9,73.37,74.37
5629,59.67,68.45,67.22,67.65,NA,NA
5630,50.13,57.82,69.97,71.41,68.97,70.32
5631,NA,NA,NA,70.82,74.46,NA
5632,NA,NA,NA,79.55,86.48,82.8
5633,NA,NA,NA,66.1,57.4,58.02
5634,54.32,62.07,65.93,NA,NA,NA
5635,51.14,NA,NA,NA,NA,NA
5636,60.72,NA,NA,61.66,76.6,NA
5637,NA,NA,NA,79.64,76.3,82.45
5638,50.1,46.87,55.75,53.5,59.98,NA
5639,52.59,NA,46.04,52.38,NA,NA
5640,NA,44.34,53.93,49.63,47.63,NA
5641,NA,NA,NA,65.22,NA,NA
5642,43.1,NA,45.56,54.23,NA,NA
5643,52.75,NA,NA,NA,NA,NA
5644,35.47,NA,52.39,NA,NA,NA
5645,40.45,47.12,41.99,44.58,NA,NA
5646,NA,NA,NA,67.95,66.98,NA
5647,NA,NA,NA,63.18,64.45,63.16
5648,NA,NA,NA,70.74,NA,NA
5649,38.03,43.39,40.63,45.42,NA,NA
5650,49.88,53.85,52.53,43.11,NA,NA
5651,45.15,58.22,58.53,63.12,56.12,NA
5652,NA,NA,NA,68.94,73.39,68.47
5653,47.82,58.04,63.65,NA,NA,64.29
5654,NA,NA,NA,NA,NA,NA
5655,NA,NA,NA,47.84,NA,NA
5656,NA,NA,NA,65.1,NA,70.98
5657,NA,NA,NA,60.49,66.32,66.19
5658,48.2,60.03,NA,NA,NA,NA
5659,41.6,NA,39.52,53.03,52.92,54.3
5660,NA,NA,NA,75.03,NA,76.16
5661,NA,NA,NA,63.81,69.31,71.65
5662,NA,NA,NA,55.08,64,NA
5663,NA,NA,NA,65.5,NA,NA
5664,NA,NA,NA,71.46,71.92,78.87
5665,41.96,56.32,60.98,57.04,64.09,61.18
5666,NA,NA,NA,75.66,81.47,81.62
5667,NA,NA,NA,39.47,NA,37.82
5668,55.36,70.61,73.32,78.02,81.46,NA
5669,39.04,50.17,52.09,55.23,58.29,NA
5670,52.98,59.01,54.68,NA,NA,NA
5671,65.7,73.08,74.88,74.93,NA,NA
5672,NA,NA,NA,45.14,41.79,46.34
5673,NA,NA,NA,68.25,NA,NA
5674,NA,NA,NA,50.38,55.55,58.52
5675,56.48,58.1,66.77,72.42,NA,NA
5676,NA,NA,NA,54.6,62.18,64.62
5677,NA,NA,NA,58.66,62.16,64.82
5678,NA,NA,NA,45.85,42.08,58.3
5679,NA,NA,NA,67.64,68.43,70.35
5680,55.04,61.48,64.04,68.36,70.54,76.57
5681,39.78,45.91,41.9,55.89,NA,57.79
5682,59.39,59.65,64.33,61.41,65.82,61.57
5683,NA,NA,NA,62.56,NA,NA
5684,44.76,35.89,53.91,NA,NA,NA
5685,NA,NA,NA,53.2,64.42,62.22
5686,56.21,61.19,73.23,73.85,73.73,69.3
5687,NA,NA,NA,77.67,NA,NA
5688,41.58,NA,NA,NA,NA,NA
5689,53.05,58.78,66.62,NA,NA,NA
5690,NA,NA,NA,58.75,58.73,NA
5691,NA,NA,NA,80.33,80.65,83.92
5692,67.45,72.79,78.74,79.89,85.85,87.78
5693,NA,NA,NA,64.82,63.81,68.81
5694,NA,NA,NA,72.26,79.42,82.01
5695,NA,NA,NA,57.95,58.23,61.02
5696,NA,NA,NA,78.47,83.39,84.95
5697,35.97,NA,NA,31.34,NA,NA
5698,39.01,45,49.8,53.06,54.99,NA
5699,61.78,61.02,64.47,71.63,75.61,74.22
5700,49.18,45.52,NA,NA,NA,NA
5701,47.15,54.66,64.7,67.19,69.22,66.2
5702,NA,NA,NA,55.69,NA,60.54
5703,43.63,43.97,48.74,56.13,56.08,58.09
5704,46.29,56.76,59.03,62.23,66.22,68.21
5705,NA,NA,NA,43.27,49.52,62.28
5706,56.51,53.96,57.9,NA,NA,NA
5707,NA,NA,NA,61.63,NA,NA
5708,NA,NA,NA,56.46,57.67,63.32
5709,NA,NA,NA,46.26,NA,NA
5710,NA,NA,NA,70.78,NA,NA
5711,45.1,38.94,50.82,58.58,58.54,49.78
5712,NA,NA,NA,55.1,50.41,NA
5713,36.4,48.61,70.09,72.02,73.11,77.66
5714,NA,NA,NA,49.99,51.62,65.9
5715,NA,NA,NA,57.41,60.63,62.1
5716,50.27,52.35,63.21,63.72,NA,NA
5717,62.9,63.98,NA,NA,NA,NA
5718,58.09,71.89,66.46,66.76,69.83,75.38
5719,67.01,65.62,68.18,66.22,74.09,71.65
5720,52.22,52.87,59.65,62.42,58.78,58.66
5721,NA,NA,NA,74.94,77.35,80.12
5722,60.55,55.25,51.56,NA,45.92,67.73
5723,40.97,37.54,42.22,NA,NA,NA
5724,NA,NA,NA,55.77,NA,48.2
5725,NA,NA,NA,77.43,82.57,84.41
5726,41.81,45.76,45.83,46.18,55.7,48.76
5727,39.53,61.5,61.02,55.2,NA,NA
5728,41.05,37.48,NA,NA,59.93,NA
5729,50.94,58.61,NA,NA,NA,NA
5730,NA,NA,NA,74.39,78.69,78.57
5731,NA,NA,NA,58.09,59.16,59.8
5732,NA,NA,NA,65.7,63.51,63.37
5733,NA,NA,NA,62.85,70.51,73.66
5734,NA,NA,NA,62.44,69.04,61.75
5735,48.49,54.64,NA,48.79,43.07,NA
5736,44,40.29,48.4,43.65,51.64,59.37
5737,43.2,49.41,59.48,65.58,64.9,61.81
5738,64.73,70.73,71.83,82.86,NA,NA
5739,52.31,55.38,62.53,63.15,64.52,65.88
5740,NA,NA,NA,60.94,65.56,68.18
5741,67.33,NA,NA,NA,NA,NA
5742,36.39,NA,NA,57.38,NA,NA
5743,NA,NA,NA,69.91,72.49,80.05
5744,NA,NA,NA,66.96,74.48,74.15
5745,NA,NA,NA,64.11,56.97,52.31
5746,38.49,42.31,59.95,NA,NA,54.24
5747,NA,NA,NA,60.14,66.81,NA
5748,NA,NA,NA,69.18,69.35,77.99
5749,NA,NA,NA,67.17,66.7,67.51
5750,30.45,42.32,35.82,39.82,43.01,41.65
5751,NA,NA,NA,64.29,NA,NA
5752,NA,NA,NA,53.35,54.14,NA
5753,NA,NA,NA,61.18,64.35,61.66
5754,NA,NA,NA,63.43,64.7,60.06
5755,NA,NA,NA,60.98,64.05,68.94
5756,29.04,43.57,NA,NA,NA,NA
5757,47.89,49.59,49.43,NA,49.4,51.5
5758,NA,NA,NA,66.32,70.73,75.89
5759,NA,NA,NA,43.16,NA,NA
5760,59.27,54.74,54.72,64.47,NA,NA
5761,34.84,NA,NA,NA,NA,NA
5762,38.72,49.35,55.44,NA,NA,62.71
5763,NA,NA,NA,83.64,85.26,82.62
5764,NA,NA,NA,58.35,NA,NA
5765,64.18,67.72,68.76,72.6,77.01,76.01
5766,NA,NA,NA,49.33,NA,NA
5767,NA,NA,NA,61.87,NA,NA
5768,50.65,45.05,63.17,68.5,65.96,65.69
5769,NA,NA,NA,71.48,74.25,NA
5770,NA,NA,NA,41.14,45.69,NA
5771,47.3,48.57,49.04,53.96,51.89,56.81
5772,NA,NA,NA,38.66,NA,NA
5773,61.09,65.37,70.25,70.03,69.92,66.44
5774,NA,NA,NA,46.26,NA,NA
5775,58.36,62.84,65.25,65.81,NA,NA
5776,51.24,NA,43.56,NA,NA,NA
5777,59.12,60.38,62.09,NA,47.06,NA
5778,NA,NA,NA,83.64,85.29,87.66
5779,52.55,49.6,NA,NA,NA,NA
5780,57.64,58.1,69.66,69.09,65.38,NA
5781,54.65,NA,58.2,NA,54.14,NA
5782,NA,NA,NA,37.28,34.88,38.94
5783,NA,NA,NA,72.82,77.7,75.56
5784,73.97,70.2,72.23,75.46,81.77,83.34
5785,59.26,61.35,70.89,70.29,80.9,84
5786,NA,NA,NA,62.23,67.67,NA
5787,52.96,62.07,57.61,59.37,54.08,46.95
5788,27.48,35.47,43.63,36.06,36.33,NA
5789,43.33,47.08,41.61,51.87,58.69,NA
5790,52.54,53.89,59,55.54,64.14,66.27
5791,NA,NA,NA,53,56.19,59.3
5792,NA,NA,NA,55.52,57.18,61.11
5793,42.29,36.77,NA,NA,NA,NA
5794,43.14,52.64,58.61,65.11,64.64,65.68
5795,NA,NA,NA,46.56,53.95,60
5796,NA,NA,NA,46.03,NA,50.97
5797,NA,NA,NA,53.31,59.1,55.22
5798,NA,NA,NA,41.14,40.81,NA
5799,NA,NA,NA,74.43,70.95,69.83
5800,32.46,57.96,62.5,66.33,74.94,NA
5801,55.02,59.91,73.07,NA,NA,NA
5802,NA,NA,NA,61.49,69.69,66.41
5803,NA,NA,NA,67.31,76.69,79.15
5804,NA,NA,NA,59.83,58.8,72.97
5805,40.69,45.74,65.36,66.56,61.02,NA
5806,49.4,51.46,54.44,58.15,60.29,65.51
5807,NA,NA,NA,52.34,54.51,58.97
5808,40.1,NA,36.67,NA,NA,NA
5809,38.79,46.17,41.6,50.81,54.1,NA
5810,NA,NA,NA,59.45,64.65,NA
5811,NA,NA,NA,NA,NA,NA
5812,NA,NA,NA,55.01,51.9,58.82
5813,61.21,61.87,64.35,66.76,74.05,74.23
5814,52.79,NA,NA,NA,NA,NA
5815,NA,NA,NA,61.18,70.13,69.35
5816,NA,NA,NA,67.57,65.26,69.21
5817,53.42,NA,NA,45.45,NA,NA
5818,NA,NA,NA,64.19,64.56,66.66
5819,34.73,31.52,39.78,48.67,45.14,39.26
5820,NA,NA,NA,63.89,69.9,63.9
5821,43.58,NA,NA,40.12,64.57,NA
5822,NA,NA,NA,78.33,77.27,72
5823,NA,NA,NA,64.99,NA,NA
5824,33.48,42.7,49.55,NA,NA,NA
5825,74.45,70.54,80.89,84.35,86.12,85.29
5826,NA,NA,NA,49.4,49.49,54.04
5827,63.91,60.86,67.31,73.41,73.42,72.73
5828,43.88,NA,50.55,55.82,NA,59.76
5829,53.91,60.44,61.28,67.04,70.01,69.34
5830,64.97,NA,66.7,65.68,NA,NA
5831,51.02,52.7,61.88,67.04,66.43,NA
5832,53.09,60.47,NA,NA,NA,NA
5833,44.06,52.02,66.35,73.46,67.82,74.16
5834,67.44,66.57,71.3,78.76,81.17,74.57
5835,50.19,58.13,67.32,68.27,69.14,NA
5836,72.49,NA,69.19,77.58,84.86,87.12
5837,64.62,NA,60.03,NA,74.23,NA
5838,43.16,NA,42.55,38.21,NA,NA
5839,NA,NA,NA,65.42,67.58,64.36
5840,NA,NA,NA,52.97,55.2,NA
5841,68.06,71.85,67.82,71.61,80.12,75.68
5842,58.98,74.9,NA,67.91,73.71,70.58
5843,NA,NA,NA,62.23,59.86,NA
5844,48.81,45.18,56.85,NA,NA,NA
5845,NA,NA,NA,51.95,58.44,NA
5846,58.73,56.22,59.35,57.19,50.63,NA
5847,34.32,29.76,33.41,NA,NA,NA
5848,52.68,NA,64.88,67.95,69.77,70.05
5849,32.01,43.61,43.83,NA,NA,NA
5850,NA,NA,NA,64.74,NA,NA
5851,55.9,63.41,64.14,66.18,76.2,NA
5852,51.97,NA,45.38,NA,NA,65.64
5853,NA,NA,NA,43.72,47.58,54.91
5854,NA,NA,NA,53.02,53.87,50.86
5855,55.54,NA,NA,61.02,55.17,NA
5856,NA,NA,NA,66.56,70.27,79.48
5857,56.55,59.19,62.91,NA,NA,NA
5858,45.97,42.39,55.8,NA,52.7,NA
5859,68.47,69.56,69.98,73.44,NA,NA
5860,55.59,NA,NA,NA,63.46,NA
5861,NA,NA,NA,70.03,NA,68.39
5862,NA,NA,NA,76.09,82,82.29
5863,NA,NA,NA,54.07,58.96,NA
5864,61.47,67.14,76.6,NA,75.19,NA
5865,32.92,36.03,NA,NA,NA,NA
5866,NA,NA,NA,NA,NA,NA
5867,33.6,39.58,NA,NA,NA,NA
5868,NA,NA,NA,55.41,50.66,54.71
5869,53.49,NA,55.68,56.21,53.21,64.81
5870,NA,NA,NA,NA,NA,NA
5871,41.95,45.2,61.54,57.01,49.68,NA
5872,NA,NA,NA,60.84,55.94,60.61
5873,37,38.38,NA,61.37,NA,NA
5874,42.18,NA,NA,NA,NA,NA
5875,42.52,NA,36.1,58.97,NA,NA
5876,NA,NA,NA,71.62,69.84,68.78
5877,NA,NA,NA,52.54,NA,NA
5878,NA,NA,NA,67.71,76.66,75.51
5879,65.32,67.34,69.77,73.98,83.32,91.5
5880,NA,NA,NA,40.7,NA,NA
5881,55.29,61.71,60.1,59.38,59.84,64.89
5882,59.68,56.72,64.13,66.14,NA,NA
5883,NA,NA,NA,70,NA,NA
5884,NA,NA,NA,53.66,58.55,NA
5885,NA,NA,NA,76.87,NA,NA
5886,45.22,51.21,46.76,56.07,NA,NA
5887,NA,NA,NA,68.71,71.22,73.13
5888,57.97,61.74,69.19,71.76,70.78,76.03
5889,NA,NA,NA,60.21,68.92,69.4
5890,61.49,68.56,63.28,68.23,74.77,NA
5891,51.46,NA,59.41,61.4,61.37,57.32
5892,NA,NA,NA,63.36,77.88,77.94
5893,NA,NA,NA,57.89,NA,NA
5894,58.38,61.21,63.08,63.24,71.62,NA
5895,47.14,51.63,64.85,69.14,76.55,NA
5896,NA,NA,NA,51.81,NA,NA
5897,59.1,59.31,NA,47.75,54.48,54
5898,44.61,59.59,57.23,62.7,69.54,67.41
5899,NA,NA,NA,42.11,37.53,NA
5900,35.13,50,53.37,59.52,64.3,67.69
5901,36.44,40.84,37.9,NA,51.85,44.31
5902,46.01,40.08,48,NA,NA,NA
5903,45.98,45.57,45.31,49.76,NA,NA
5904,NA,NA,NA,61.72,62.12,62.71
5905,NA,NA,NA,71.88,81.82,79.83
5906,NA,NA,NA,71.46,76.31,69.47
5907,NA,NA,NA,66.08,NA,NA
5908,NA,NA,NA,50.63,44.88,NA
5909,NA,NA,NA,55.6,62.06,61.95
5910,NA,NA,NA,36.8,44.92,NA
5911,51.25,54.42,51.7,NA,NA,NA
5912,NA,NA,NA,55.67,55.26,55.72
5913,47.63,59.72,64.65,69.45,74.65,73.04
5914,42.21,46.58,NA,NA,NA,NA
5915,NA,NA,NA,48.41,46.07,NA
5916,40.09,54.2,53.47,45.71,38.93,37.35
5917,44.42,59.29,NA,NA,NA,NA
5918,NA,NA,NA,51.31,63.08,60.55
5919,56.42,48.5,NA,57.18,NA,NA
5920,37.61,41.75,40.28,40.08,NA,NA
5921,54.53,66.99,68.04,67.34,76.52,84.06
5922,NA,NA,NA,80.23,79.75,NA
5923,NA,NA,NA,59.34,64.46,60.94
5924,61.8,NA,NA,NA,NA,NA
5925,39.9,37.59,68.23,73.8,77.89,76.82
5926,61.54,NA,NA,NA,NA,NA
5927,NA,NA,NA,80.01,81.89,86.53
5928,NA,NA,NA,35.4,50.15,45.59
5929,NA,NA,NA,50.72,NA,NA
5930,NA,NA,NA,55.51,NA,NA
5931,30.74,37.49,48.24,49.6,NA,NA
5932,NA,NA,NA,59.17,63.18,76.12
5933,NA,NA,NA,65.14,64.02,NA
5934,48.97,74.87,NA,52.98,83.84,NA
5935,45.32,NA,57.81,54.4,52.46,NA
5936,NA,NA,NA,51.68,NA,NA
5937,NA,NA,NA,65.89,72.24,NA
5938,NA,NA,NA,46.99,52.89,NA
5939,48.36,61.5,61.29,71.27,79.31,75.06
5940,NA,53.91,NA,NA,NA,NA
5941,48.51,48.7,52.47,NA,NA,NA
5942,54.85,57.2,57.31,62.12,58.58,63.65
5943,NA,NA,NA,NA,NA,NA
5944,NA,NA,NA,60.23,62.3,56.77
5945,NA,NA,NA,71.83,78.16,80.99
5946,NA,NA,NA,37.57,51.6,NA
5947,NA,NA,NA,56.42,63.16,66.67
5948,54.24,63.52,66.92,72.79,70.37,65.61
5949,NA,NA,NA,71.9,75.31,68.28
5950,65.65,NA,NA,NA,NA,NA
5951,NA,NA,NA,56,55.02,58.3
5952,65.13,73.04,71.02,NA,NA,NA
5953,56.48,59.21,61.33,59.65,61.58,71.59
5954,NA,NA,NA,49.5,NA,49.45
5955,43.16,54.05,NA,65.16,70.67,68.43
5956,NA,NA,NA,50.09,NA,55.4
5957,50.2,59.48,65.18,NA,NA,NA
5958,49.2,62.12,60.87,69.96,66.62,71.85
5959,NA,NA,NA,75.99,NA,NA
5960,55.19,59.61,69.31,67.17,NA,NA
5961,34.08,43.28,NA,NA,NA,NA
5962,68.81,NA,76.62,79.48,81.76,84.41
5963,NA,NA,NA,74.21,NA,78.66
5964,69.26,71.41,72.08,72.08,NA,NA
5965,NA,NA,NA,56.81,NA,NA
5966,54.54,53.75,56.18,NA,NA,68.97
5967,NA,NA,NA,71,69.84,67.79
5968,67.08,74.54,79.57,78.96,81.49,88.14
5969,56.37,64.54,71.13,72.78,73.32,79.34
5970,NA,NA,NA,49.32,61.47,NA
5971,NA,NA,NA,67.58,66.4,72.5
5972,44.02,38.25,39.51,NA,50.4,NA
5973,59.15,56.34,60.6,70.36,NA,NA
5974,NA,NA,NA,63.82,62.54,NA
5975,NA,NA,NA,61.95,NA,NA
5976,47.36,48.08,61.33,63.24,NA,NA
5977,NA,NA,NA,70.04,NA,NA
5978,NA,NA,NA,58.35,NA,NA
5979,NA,NA,NA,58.81,58.96,64.84
5980,52.49,55.82,NA,59.17,58.67,67.25
5981,55.43,53.66,NA,NA,NA,NA
5982,NA,NA,NA,49.61,50.87,NA
5983,36.98,40.43,46.35,56.22,62.52,NA
5984,NA,NA,NA,50.09,NA,NA
5985,NA,NA,NA,63.43,67.68,69.88
5986,76.73,73.49,74.49,82.07,NA,NA
5987,30.47,37.22,39.78,47.39,NA,NA
5988,41.88,41.98,46.77,56.61,54.34,64.46
5989,NA,NA,NA,60.15,64.38,NA
5990,57.03,64.04,63.69,65.68,69.68,71.19
5991,51.16,NA,NA,NA,NA,NA
5992,NA,NA,NA,52.12,NA,NA
5993,58.24,54.24,61.53,59.69,63.42,NA
5994,53.07,64.7,69.46,74.81,75.25,NA
5995,NA,NA,NA,68.31,NA,NA
5996,NA,NA,NA,58.69,67.42,63.05
5997,45.79,42.94,45.25,49.57,53.22,NA
5998,NA,NA,NA,54.37,49.77,60.59
5999,NA,NA,NA,50.33,NA,NA
6000,53.69,62.95,71.3,74.76,76.21,NA
6001,NA,NA,NA,42.87,43.72,NA
6002,68.45,69.51,73.27,75.76,79.05,NA
6003,55.19,57.57,56.26,53.57,NA,NA
6004,57.64,66.19,68.13,68.88,71.54,72.37
6005,NA,NA,NA,55.37,53.99,NA
6006,37.13,49.77,46.58,50.6,43.58,39.14
6007,NA,NA,NA,62.41,69.52,72.03
6008,NA,NA,NA,71.27,63.91,66.74
6009,NA,NA,NA,64.21,NA,NA
6010,NA,NA,NA,51.75,NA,NA
6011,44.96,59.05,NA,61.79,64.66,NA
6012,NA,NA,NA,59.67,NA,NA
6013,40.5,40.19,55.89,NA,NA,NA
6014,55.31,53.37,62.03,56.88,67.67,70.23
6015,38.1,NA,NA,NA,NA,NA
6016,NA,NA,NA,69.51,74.41,NA
6017,NA,NA,NA,58.41,55.14,62.06
6018,NA,NA,NA,44.12,57.12,NA
6019,NA,NA,NA,59.94,59.38,64.64
6020,NA,NA,NA,52.82,46.47,59.39
6021,41.06,50.39,55.22,57.85,57.96,62.27
6022,37.62,41.01,NA,46.34,56.1,NA
6023,NA,NA,NA,46.32,49.08,NA
6024,NA,NA,NA,73.26,NA,NA
6025,NA,NA,NA,49.18,44.42,65.94
6026,56.95,62.93,67.93,75.02,72.38,79.92
6027,NA,NA,NA,69.69,70.25,76.19
6028,NA,NA,NA,42.34,57.41,59.35
6029,53.55,55.52,59.49,NA,54.72,49.75
6030,45.71,NA,56,55.81,NA,NA
6031,44.31,48.83,50.01,60.89,NA,NA
6032,73,78.52,82.04,84.21,87.08,94.5
6033,53.66,NA,NA,NA,NA,NA
6034,NA,NA,NA,55.8,58.94,63.2
6035,NA,NA,NA,78.11,81.21,81.69
6036,NA,NA,NA,48.97,60.34,NA
6037,61,59.02,56.72,NA,NA,62.1
6038,39.65,NA,38.25,49.25,NA,NA
6039,NA,NA,NA,54.64,59.92,61.43
6040,NA,NA,NA,51.49,NA,NA
6041,37.12,NA,NA,54.84,46.87,NA
6042,40.99,NA,NA,NA,NA,NA
6043,NA,NA,NA,64.28,69.63,69.12
6044,53.84,55.1,59.72,60.93,NA,NA
6045,59.76,65.12,64.72,70.91,78.63,NA
6046,47.12,51.54,58.96,63.59,NA,61.92
6047,34.43,36.16,50.13,NA,40.08,42.41
6048,43.17,NA,49.31,NA,NA,NA
6049,NA,NA,NA,70.62,78.68,NA
6050,39.1,38.89,49.1,50.18,NA,NA
6051,63.12,NA,72.85,84.65,86.75,79.29
6052,54.94,50.78,64.95,71.64,76.91,NA
6053,NA,NA,NA,54.32,NA,NA
6054,NA,NA,NA,51.12,50.31,NA
6055,41.33,42.1,32.71,39.81,44.32,NA
6056,NA,NA,NA,60.73,61.94,63.61
6057,NA,NA,NA,52.4,53.63,49.36
6058,NA,NA,NA,60.62,56.01,54.34
6059,NA,NA,NA,44.74,NA,NA
6060,NA,NA,NA,62.38,NA,NA
6061,NA,NA,NA,63.12,NA,NA
6062,47.96,54.06,NA,NA,NA,NA
6063,NA,NA,NA,73.68,77.93,80.11
6064,NA,NA,NA,56.55,62.91,NA
6065,NA,NA,NA,55.12,NA,NA
6066,40.3,37.36,40.96,53.65,NA,NA
6067,NA,NA,NA,52.33,57.88,NA
6068,NA,NA,NA,65.82,65.86,NA
6069,NA,NA,NA,52.63,NA,NA
6070,NA,NA,NA,54.82,NA,NA
6071,NA,NA,NA,72.74,74.29,74.55
6072,40.9,38.78,48.32,NA,NA,NA
6073,57.91,NA,NA,NA,NA,NA
6074,56.67,67.19,65.23,71.98,80.67,72.98
6075,NA,NA,NA,70.5,65.08,NA
6076,NA,NA,NA,52.7,46.4,44.58
6077,NA,NA,NA,56.04,62.45,72.43
6078,NA,NA,NA,36.61,NA,NA
6079,60.09,NA,NA,72.41,71.44,74.65
6080,50.21,49.96,53.22,64.61,65.32,68.03
6081,NA,38.95,32.76,NA,NA,NA
6082,NA,NA,NA,47.02,NA,NA
6083,41.55,NA,35.27,33.05,NA,NA
6084,NA,NA,NA,NA,NA,NA
6085,38.03,30.31,NA,35.54,NA,NA
6086,NA,NA,NA,49.52,55.51,61.91
6087,67.38,63.18,72.24,70.96,84.89,NA
6088,58.5,63.99,70.65,69.56,71.86,NA
6089,NA,NA,NA,57.71,64.41,NA
6090,NA,NA,NA,49.57,45.52,NA
6091,63.02,67.88,71.86,73.23,73.23,NA
6092,48.42,42.82,39.65,47.43,NA,56.64
6093,47.63,45.38,NA,53.55,NA,NA
6094,NA,NA,NA,62.43,NA,NA
6095,58.79,65.3,65.77,65.44,70.22,66.79
6096,NA,NA,NA,64.7,NA,68.18
6097,NA,35.63,NA,NA,NA,NA
6098,64.2,73.54,71.48,75.25,81.97,86.42
6099,NA,NA,NA,70.7,67.04,72.55
6100,59.27,54.91,47.92,67.56,63.92,NA
6101,48.84,NA,42.39,51.24,56.01,62.05
6102,55.51,54.86,64.4,67.52,68,65
6103,48.94,57.77,NA,60.73,73.24,67.53
6104,NA,NA,NA,70.79,75.7,78.77
